spp_name, ott_id, broken_taxon, mrca_of_descendents, in_synth_tree
Beroe ovata,622399,-,-,T
Agonimia allobata,1067803,-,-,T
Mecysmauchenius sp. CASENT9053429,6169461,-,-,F
Synergistaceae,437906,-,-,T
Marasmiellus violaceogriseus,722810,-,-,T
Pseudomonas fluorescens,22658,-,-,T
Ceriporia purpurea,569044,-,-,T
Micromonospora echinospora,299886,-,-,T
Gemmata sp. Ha1-4,468934,-,-,T
Systena sp. nr. lustrans JJG219,1046166,-,-,F
Genolevuria amylolytica,302653,-,-,T
Maryna umbrellata,150038,-,-,T
Epsilonproteobacteria,457116,-,-,T
Notospermus sp. MCZ IZ 132528,5681592,-,-,F
Eustigmatophyceae,694366,-,-,F
Mycena sp. YO2-12,5686461,-,-,F
Chlamydomonas globosa,359010,-,-,T
Campylobacteraceae,1033810,-,-,T
Flavobacterium sp. C1405,257993,-,-,T
Coenochloris sp. CCCryo138-01,890617,-,-,F
Oribatella bulanovae,407295,-,-,T
Mycena sp.,134753,T,mrcaott47319ott55252,T
Marinobacterium stanieri,675769,-,-,T
Mycosphaerella sp. CMW22515,689970,-,-,F
Phaeosphaeriopsis sp.,216731,-,-,T
Desulfosporosinus sp. enrichment culture,None,-,-,F
Exophiala salmonis,1051945,-,-,T
Desulfobulbus alkaliphilus,4774934,-,-,T
Arcobacter sp. CAB,5634758,-,-,F
Ditylum brightwellii,549288,-,-,T
Maribacter sp. DIK-SED-293,5254618,-,-,F
Ancylistaceae,167665,T,ott887960,T
Spumellaria,566631,-,-,T
Ercella succinigenes,5197678,-,-,F
Anaerophaga sp. tok2,4768117,-,-,F
Wandonia haliotis,110867,-,-,T
Brevundimonas aurantiaca,127901,-,-,T
Malassezia sp. LCP-2008a,256293,-,-,F
Pyropia thuretii,897216,-,-,T
Plocamium cartilagineum,880579,-,-,T
Entoloma pallidocarpum,728105,-,-,T
Lambertella seditiosa,5726990,-,-,T
Colletotrichum siamense,594063,-,-,T
Blautia stercoris,842553,-,-,T
Terrimonas sp. K-4,147973,-,-,F
Amphidinium steinii,214511,-,-,T
Desulfatiferula olefinivorans,96903,-,-,T
Tricharina ochroleuca,163541,-,-,T
Chlamydomonas inflexa,732582,-,-,T
Darksidea alpha,5713913,-,-,T
Melanogaster euryspermus,5453562,-,-,T
Tomentella badia,373924,-,-,T
Numidum massiliense,5568776,-,-,T
Mycobacterium shimoidei,928118,-,-,T
Ricordea florida,569496,-,-,T
Cochlodinium polykrikoides,110970,-,-,F
Chitinophaga sp. O9,471745,-,-,T
Spongiibacter taiwanensis,5905387,-,-,T
Aspidosiphonidae,665555,-,-,T
Polyporus melanopus,417412,-,-,T
Geobacter sp. Cd1,5289065,-,-,F
Micropepsaceae,7023621,-,-,T
Lulworthia atlantica,5219846,-,-,T
Altererythrobacter sp. CJ46,5283774,-,-,F
Pythium buismaniae,403978,-,-,T
Enchytraeidae,840754,-,-,T
Lacrymaria lacrymabunda,128546,-,-,T
Isoetes duriei,464905,-,-,T
Prorocentrum minimum,1053285,-,-,T
Aspergillus europaeus,519182,-,-,T
Verrucomicrobium sp. KLE1210,650647,-,-,T
Candida parapsilosis,60841,-,-,T
Agrobacterium tumefaciens,313954,-,-,T
Orbilia serpentina,3789148,-,-,T
Eriophyidae,845122,-,-,T
Aurantimonas sp. YIM J01,821804,-,-,T
Urostylidae,1060044,-,-,F
Bradyrhizobium sp. AS59,5638004,-,-,F
Eupodidae,2543,-,-,T
Geodia gibberosa,949233,-,-,T
Thioprofundum hispidum,516612,-,-,T
Mediophyceae,514843,T,mrcaott148ott28082,T
Stephanometra indica,374918,-,-,T
Lutibacter flavus,474392,-,-,T
Daptonema sp. 3 SD-2010,206458,-,-,F
Desulfovibrio inopinatus,991852,-,-,T
Nitratireductor shengliensis,5382221,-,-,T
Virgisporangium aliadipatigenens,816267,-,-,T
Lechriopyla mystax,55307,-,-,T
Staphylococcaceae,949800,-,-,T
Ceratobasidium sp. AG-C,857901,-,-,F
Xenopsylla gerbilli,3322170,-,-,T
Planctomycetaceae,839905,-,-,T
Leucothrix sp. IMCC9719,5380295,-,-,F
Brachonella contorta,702767,-,-,T
Asaia sp. SAP64_4,1033274,-,-,T
Skeletonema cf. pseudocostatum,88868,-,-,T
Betaproteobacteria,683406,T,mrcaott89ott90,T
Ulocladium dauci,570261,-,-,T
Arcobacter nitrofigilis,310017,-,-,T
Zetaproteobacteria,423331,-,-,T
Chlamydomonas debaryana,218524,-,-,F
Geobacter bemidjiensis,316288,-,-,T
Bacillus sp. AT30,5200681,-,-,F
Spumella sp. 9-8-D3,4029320,-,-,F
Zopfiella tabulata,224385,-,-,T
Lysobacter erysipheiresistens,5912827,-,-,T
Podosphaera caricicola,3715488,-,-,T
Panagrellus redivivus,395066,-,-,T
Comoclathris italica,6377600,-,-,T
Desulfobulbus propionicus,165123,-,-,T
Parafurgasonia sp. s-011,2825688,-,-,T
Gallionellaceae,548549,-,-,T
Euplotidium arenarium,399839,-,-,T
Bracteacoccus pseudominor,15349,-,-,T
Paenibacillus koleovorans,517126,-,-,T
Coniophora olivacea,655827,-,-,T
Surirellaceae,397779,-,-,F
Fusarium larvarum,235075,-,-,T
Pteroncola inane,254906,-,-,T
Ctenodrilus serratus,1060422,-,-,T
Colpodida,581758,-,-,T
Amanita breckonii,3829858,-,-,T
Entoloma clandestinum,341765,-,-,T
Jungermanniales,56621,-,-,T
Puia dinghuensis,5887176,-,-,T
Tetraselmis sp. KSN-2002,514852,-,-,F
Pseudomonas sp.,4774870,-,-,T
Melanospora verrucispora,3704557,-,-,T
Rhodotorula sp. wF6,7527046,-,-,F
Tetragenococcus halophilus,90612,-,-,T
Trichophyton mentagrophytes,82645,-,-,T
Collimonas fungivorans,643146,-,-,T
Lasiosphaeriaceae,234778,-,-,T
Roseomonas wooponensis,5283881,-,-,T
Prevotellaceae,752290,-,-,T
Selenidium sp. AH-2017b,7528396,-,-,T
Aspergillus pseudodeflectus,973047,-,-,T
Periconia macrospinosa,534263,-,-,T
Acutodesmus deserticola,947915,-,-,T
Hamatocanthoscypha laricionis,4045530,-,-,T
Piskurozymaceae,5985468,-,-,T
Paruroleptus lepisma,725661,-,-,T
Haptocillium sinense,145825,-,-,T
Aphelenchoididae,1002126,-,-,T
Solirubrobacter sp. URHE0046,5885972,-,-,F
Cellulophaga lytica,430110,-,-,T
Archaeorhizomycetaceae,600871,-,-,T
Otospora bareae,266728,-,-,T
Phaeomoniellales,5673780,-,-,T
Paramecium chlorelligerum,247650,-,-,T
Limnodrilus udekemianus,42373,-,-,T
Lachancea kluyveri,908562,-,-,T
Nioella sp.,5899822,-,-,T
Rossia sp. CH2,322454,-,-,T
Conocybe sp. JL-2017c,7522066,-,-,F
Sphingomonas sp. P5-5,842151,-,-,T
Iamiaceae,967234,-,-,T
Herbihabitans rhizosphaerae,5992536,-,-,T
Erythrobacter alti,7027500,-,-,T
Russula quercilicis,650800,-,-,T
Tomentella sp. LM2532,5683429,-,-,F
Muripulchra aquatica,7514516,-,-,T
Inocybe sp.,489298,T,mrcaott5864ott7040,T
Gonostomum strenuum,564873,-,-,T
Preussia sp. ADL2.4,266274,-,-,T
Paraphaeosphaeria sp.,266990,-,-,T
Apseudocercosporella trigonotidis,693139,-,-,T
Capitella teleta,707082,-,-,T
Spirochaeta lutea,5393459,-,-,T
Aidingimonas halophila,217983,-,-,T
Petriella sp. AK64/08,5709654,-,-,F
Paracremonium inflatum,5710947,-,-,T
Laribacter hongkongensis,318133,-,-,T
Antrodia malicola,77865,-,-,T
Arca zebra,262043,-,-,T
Kurtzmanomyces tardus,542900,-,-,T
Thelonectria lucida,532862,-,-,T
Plocamium cf. cirrhosum 2 GWS-2011,305889,-,-,T
Cephalothecaceae,649020,-,-,T
Labrys sp. L1992,750112,-,-,T
Entoloma sericatum,169245,-,-,T
Thalassomonas sp. HM-OE04,483289,-,-,F
Setophaeosphaeria badalingensis,5714166,-,-,F
Streptacidiphilus sp. NF37,5883068,-,-,T
Schizosaccharomyces octosporus,989993,-,-,T
Lepidozona mertensii,801420,-,-,T
Desulfotomaculum ruminis,1064053,-,-,T
Protocrea pallida,113472,-,-,T
Geastrum sp. TENN 068889,7524986,-,-,F
Didymosphenia geminata,40472,-,-,T
Itersonilia perplexans,1075188,-,-,T
Lagenidium giganteum,1058308,-,-,T
Roseobacter sp. UAzPsJAC-1b,777663,-,-,T
Sticta duplolimbata,498079,-,-,T
Helvella sp. SOC902,160861,-,-,F
Oxalobacteraceae,1036630,-,-,T
Keratinophyton durum,242919,-,-,T
Desulfovibrio gabonensis,880846,-,-,T
Cryptosporidium muris,775243,-,-,T
Streptomyces sp. DOSMB-SP10,5647938,-,-,F
Candidatus Achromatium palustre,5619994,-,-,T
Coprinopsis echinospora,880044,-,-,T
Eudendrium capillare,566407,-,-,T
Paraconiothyrium brasiliense,616741,-,-,T
Choiromyces venosus,953360,-,-,T
Helotium uvidulum,3711856,-,-,T
Mazzaella splendens,961901,-,-,T
Suillus caerulescens,199372,-,-,T
Tortispora cuajiniquilana,4931270,-,-,T
Imshaugia aleurites,158942,-,-,T
Plagiocampa sp. PHB09022602,5298471,-,-,F
Schismus barbatus,215729,-,-,T
Leptosphaeria contecta,637600,-,-,T
Hypomyces armeniacus,478624,-,-,T
Fragilariopsis cylindrus,1003869,-,-,T
Rhodocytophaga aerolata,295970,-,-,T
Thalassomonas actiniarum,634936,-,-,T
Bacillus sp. TP-84,333788,-,-,T
Bacillus subtilis,1084928,-,-,T
Cytophaga sp. BHI80-3,66041,-,-,T
Ammoniphilus resinae,501825,-,-,T
Lithomelissa setosa,333483,-,-,T
Frustulia vulgaris,723351,-,-,T
Opitutus sp. enrichment culture clone Lt-H10,None,-,-,F
Candidatus Nitrotoga arctica,4777997,-,-,T
Ureibacillus sp. JD-50,459076,-,-,F
Pyropia pulchra,651442,-,-,T
Paraburkholderia diazotrophica,314540,-,-,T
Chaetoceros sp. CCAP 1010/16,4026011,-,-,T
Saprospira sp. CNJ640,841973,-,-,T
Foettingeriidae,328536,-,-,F
Capnobotryella sp. MA 4659,783109,-,-,F
Parasegetibacter terrae,5383419,-,-,T
Geopora sumneriana,647464,-,-,T
Pseudodiophrys nigricans,1077309,-,-,F
Hemiselmis rufescens,801161,-,-,T
Herdmania litoralis,5260696,-,-,T
Aniptodera chesapeakensis,695332,-,-,T
Ferruginibacter sp. DS48-6-2,5234261,-,-,F
Sordariomycetes,915737,T,ott971709,T
Xylariaceae,44252,-,-,T
Dinobryon sertularia,91741,-,-,T
Streptomyces abietis,402357,-,-,T
Pseudoruegeria limi,5238513,-,-,T
Neophaeosphaeria barrii,1061555,-,-,T
Cleonaria bicolor,4603771,-,-,T
Oscarella malakhovi,504365,-,-,T
Protoperidinium divergens,993750,-,-,T
Eolimna minima,369019,-,-,T
Calloria urticae,5302400,-,-,T
Septoglomus furcatum,132831,-,-,T
Croceitalea bacterium,5614721,-,-,T
Bradyrhizobium sp. Cs162,397603,-,-,F
Clavicorona taxophila,418007,-,-,T
Nitrosomonas sp. Is425,158406,-,-,F
Brachionus plicatilis complex sp. JPNAG054,5974711,-,-,T
Scherffelia dubia,56619,-,-,T
Coprinellus micaceus,1046466,-,-,T
Coniochaeta polymorpha,1076129,-,-,T
Brevundimonas vesicularis,759650,-,-,T
Dichotomopilus cf. funicola MU-2009,166166,-,-,T
Thermodesulforhabdus sp. NS-tSRB-1,633677,-,-,T
Candidatus Phaeomarinobacter ectocarpi,5351757,-,-,T
Melosira sp. 52,5656205,-,-,F
Gammaproteobacteria,822744,T,ott844192,T
Arcobacter sp. LA11,5997774,-,-,F
Nakazawaea pomicola,910386,-,-,T
Hymenobacter qilianensis,5291302,-,-,T
Dinychidae,381857,-,-,T
Aureobasidium iranianum,315859,-,-,T
Septoglomus constrictum,532636,-,-,T
Hannaella oryzae,1010614,-,-,T
Biatriospora sp. CCF 4484,5713921,-,-,T
Cystobasidium laryngis,7526931,-,-,T
Fusarium babinda,429198,-,-,T
Neochloris sp. GM4e,5661913,-,-,F
Lutibaculum sp.,5237780,-,-,F
Lecythophora sp. wF3,7517340,-,-,F
Sterkiella sp. CH55,4030832,-,-,F
Methylocella sp. 24-25,465447,-,-,F
Flavobacterium commune,4768496,-,-,T
Mucilaginibacter sp. HME7565,330477,-,-,T
Brevundimonas sp. enrichment culture clone Ac-B4,None,-,-,F
Pseudomonas sp. 5051,985647,-,-,F
Thermodesulfovibrio aggregans,368517,-,-,T
Corallococcus exiguus,971157,-,-,T
Sandaracinobacter sibiricus,964531,-,-,T
Trechispora sp. PBM418,756790,-,-,F
Pseudoclitocybe cyathiformis,867662,-,-,T
Pseudo-nitzschia pseudodelicatissima,584013,-,-,T
Salinactinospora sp. VN6-2,5643236,-,-,T
Paraplaconeis kornevae,6390438,-,-,T
Legionella pneumophila,185160,-,-,T
Vibrio sp. Gp-3-5.1,5174404,-,-,F
Phenylobacterium muchangponense,161303,-,-,T
Teloschistaceae,67083,-,-,T
Pseudomonas alcaligenes,525847,-,-,T
Melanotus caricicola,516471,-,-,T
Penicillium concentricum,286625,-,-,T
Porphyrobacter sp. CACIAM 03H1,7027545,-,-,T
Kavinia aff. alboviridis UC2022816,5984609,-,-,T
Chernetidae,395259,-,-,T
Chitinimonas sp. B1_1_B11,5618613,-,-,F
Nudibranchia,76753,-,-,T
Dinemasporium strigosum,3707055,-,-,T
Pelagostrobilidium paraepacrum,999467,-,-,T
Misgolas sp. WAM T133313,7108854,-,-,F
Sneathiella chungangensis,5284047,-,-,T
Bossiella dichotoma,4009458,-,-,T
Tetranychus urticae,106112,-,-,T
Thermoanaerobacter sp. RH0802,186453,-,-,F
Nitrospina gracilis,281923,-,-,T
Agaricus comtulus,744054,-,-,T
Desulfotomaculum reducens,60903,-,-,T
Oricola cellulosilytica,5283679,-,-,T
Psychrobacter piscatorii,471570,-,-,T
Gemmobacter sp. CC-PW-75,5381008,-,-,F
Phaeococcomycetaceae,5221632,-,-,F
Cryptococcus sp. CBS 7890,621334,-,-,F
Asticcacaulis sp. JH4,5996334,-,-,F
Blastomyces gilchristii,5291598,-,-,T
Chryseobacterium aquaticum,1060428,-,-,T
Kriegella aquimaris,497569,-,-,T
Rhodotorula sp. MAC-2011a,5222311,-,-,F
Didymogenes sphaerica,732117,-,-,T
Deinococcus sp. 9PNM-15,204631,-,-,F
Readeriella novaezelandiae,877164,-,-,T
Lactarius rubrilacteus,969274,-,-,T
Pinnularia sp. U-strain,5987703,-,-,F
Chryseobacterium sp. A5,5291150,-,-,F
Leptosphaeria maculans,581438,-,-,T
Qudsianematidae,706169,-,-,T
Larkinella ripae,5993117,-,-,T
Novosphingobium malaysiense,5238371,-,-,T
Verticillium nonalfalfae,922339,-,-,T
Syntrophorhabdus aromaticivorans,660220,-,-,T
Rugosibacter aromaticivorans,5586982,-,-,T
Hydrogenophaga taeniospiralis,212072,-,-,T
Dothiorella viticola,5311353,-,-,T
Micromonospora sp. FXJ6.182,1045116,-,-,F
Condylostoma arenarium,2829519,-,-,T
Longispora albida,141812,-,-,T
Characium acuminatum,4003939,-,-,T
Firmicutes,822769,T,mrcaott50ott3311,T
Nassophorea,487263,-,-,T
Pezoloma sp. NBRC 103659,408475,-,-,F
Spirobolidae,1078161,-,-,T
Lactobacillales,68439,T,mrcaott725ott1456,T
Dunaliella sp. CCMP367,613849,-,-,F
Cercophora sp. TMS-2011,297757,-,-,F
Robbauera albescens,63211,-,-,T
Sertularella sanmatiasensis,185721,-,-,T
Caldibacillus debilis,192723,-,-,T
Setomelanomma sp.,666452,-,-,T
Euplotes dammamensis,5219331,-,-,T
Kwoniella shivajii,381661,-,-,T
Prototheca cutis,922237,-,-,T
Thiotrichaceae,193073,T,mrcaott1562ott12573,T
Emmia lacerata,662199,-,-,T
Bursaphelenchus cocophilus,876726,-,-,T
Nectria sp. OTU041 AN-2016,5982153,-,-,T
Eubacterium sp.,5256528,-,-,F
Fridericia isseli,823556,-,-,T
Lysobacter cavernae,5912841,-,-,T
Haloferula helveola,792241,-,-,T
Parasola lilatincta,934754,-,-,T
Thermodesulforhabdus norvegica,158916,-,-,T
Fusarium solani,137469,-,-,F
Hemigastrostyla enigmatica,31460,-,-,T
Winogradskyella sp. PAMC 27140,5614480,-,-,F
Cutaneotrichosporon guehoae,21777,-,-,T
Dactylella huisuniana,5302918,-,-,T
Atolla vanhoeffeni,849123,-,-,T
Desulfovibrio aminophilus,230187,-,-,T
Peyronellaea sp. RJ-2015,6377697,-,-,T
Cephaliophora sp. HSAUP074291,1072452,-,-,F
Nocardioides sp.,842662,-,-,T
Spirosoma fluviale,5614085,-,-,T
Dothiorella iberica,593237,-,-,T
Cytophaga sp. BHI60-95B,808579,-,-,T
bacterium SOSP1-30,4795890,-,-,F
Flavitalea antarctica,5887199,-,-,T
Oscillochloris trichoides,101833,-,-,T
Eudoraea chungangensis,5383591,-,-,T
Ptygura libera,513191,-,-,T
Amynthas sp. HN201002-02,5705771,-,-,F
Lactobacillus casei,911914,-,-,T
Crepidotus subverrucisporus,344168,-,-,T
Alteromonas macleodii,726602,-,-,T
Cladosporium sp. FA-A2,934198,-,-,F
Coniochaeta gigantospora,300792,-,-,T
Novosphingobium sp. K16,175397,-,-,T
Buchholzia fallax,1020271,-,-,T
Hermannia gibba,856696,-,-,T
Sphingomonas melonis,19829,-,-,T
Pseudomuriella schumacherensis,15345,-,-,T
Xylaria sp.,44251,-,-,T
Limnobacter sp. MJH49,886719,-,-,F
Cephaliophora tropica,1044818,-,-,T
Muricauda lutaonensis,58963,-,-,T
Ulvella viridis,166702,-,-,T
Uronychiidae,975967,-,-,F
Desulfonema magnum,584251,-,-,T
Lumbricillus dubius,2846689,-,-,T
Rubrimonas shengliensis,368492,-,-,T
Guinardia flaccida,272514,-,-,T
Porphyromonadaceae,752292,T,mrcaott13148ott24305,T
Porphyromonas sp. AN 4764,5615595,-,-,F
Anystidae,361315,-,-,T
Neosiphonia paniculata,578960,-,-,T
Hypoxylon diatrypeoides,962676,-,-,T
Marinomonas sp. T7,5172770,-,-,F
Clostridium chauvoei,825796,-,-,T
Paradendryphiella salina,907515,-,-,T
Paraphysomonas imperforata,88179,-,-,T
Cercophora sulphurella,873211,-,-,T
Rhodoplanes sp. JA527,610988,-,-,F
Chitinophaga sp. R153-1,565296,-,-,F
Phyllobacteriaceae,46389,T,mrcaott89ott2460,T
Gibberella sp. 1 TMS-2011,348256,-,-,F
Rhizoctonia sp. E07f-12,632064,-,-,F
Defluviimonas sp.,381619,-,-,F
Uronema gigas,5153487,-,-,T
Croceitalea sp. U1371-101227-XH137,4768599,-,-,F
Candida albicans,154960,-,-,T
Scenedesmaceae,651335,T,mrcaott185ott1426,T
Saccharomyces cerevisiae,356221,-,-,T
Fusicladium paraamoenum,6378083,-,-,T
Caulobacter sp. TPD16,41162,-,-,T
Conidiobolus brefeldianus,1061412,-,-,T
Achromatium sp. JD1,128409,-,-,T
Centroceras clavulatum,345619,-,-,T
Spirosoma sp. II_Gauze_A_2_12,710732,-,-,F
Protrudomyces lateralis,1042815,-,-,T
Podocopida,521946,T,ott341240,T
Paraphysomonas hebes,5282397,-,-,T
Pseudobensingtonia ingoldii,1060946,-,-,T
Geodermatophilus arenarius,1092350,-,-,T
Pseudahrensia aquimaris,650480,-,-,T
Sphaeropleales,916753,T,ott979501,T
Radiococcus polycoccus,780775,-,-,T
Rhodopirellula sp. enrichment culture clone Y125,None,-,-,F
Verrucariales,822362,-,-,T
Cymbella bengalensis,2814782,-,-,T
Oceanicoccus sp. KOV_DT_Chl,7031898,-,-,T
Candidatus Electronema nielsenii,5997732,-,-,T
Drouetia scutellata,5923738,-,-,T
Hydnum albomagnum,494110,-,-,T
Sphaeroplea annulina,136745,-,-,T
Rhynchostegium aquaticum,339458,-,-,T
Mycobilimbia epixanthoides,3761539,-,-,T
Ferrimicrobium sp. BGR 67,922442,-,-,F
Rhodobacter sp. CZR27,7025961,-,-,F
Massilia sp. THG-SS12.3,5903769,-,-,F
Frontonia leucas,363848,-,-,T
Lecudina polymorpha,79945,-,-,T
Truncatella helichrysi,355966,-,-,T
Glomus sp. NBR3.1,604728,-,-,F
Streptomyces sp. FXJ1.1129,5647575,-,-,F
Planctomyces sp. FF15,289420,-,-,F
Trichophaeopsis sp.,478538,-,-,T
Sarcocystis sp. CET,5668192,-,-,F
Bacteriovorax sp. NZ7,293061,-,-,T
Steccherinum cf. fimbriatum UC2022977,5984874,-,-,T
Bloxamia truncata,4043902,-,-,T
Fusarium sp. 0312TES23W2,5710450,-,-,F
Hyphomicrobium sp. enrichment culture clone Lpl5-127,None,-,-,F
Oocystis heteromucosa,1027473,-,-,T
Dehalobacterium formicoaceticum,4794334,-,-,T
Obelia sp. 2 SL-2013,5231764,-,-,F
Schizangiella serpentis,757659,-,-,T
Roussoella solani,6377986,-,-,T
Ochromonas sp. CCMP2761,938605,-,-,F
Chironomus whitseli,460996,-,-,T
Gallionella sp. JA52,5383364,-,-,F
Paurocotylis sp. MES 1666,7521199,-,-,F
Myxococcus sp. 35,405234,-,-,F
Clostridium sp. 6-69,738817,-,-,F
Pseudocandona tenuirostris,4679287,-,-,T
Algimonas porphyrae,797762,-,-,T
Bracteacoccus glacialis,748876,-,-,T
Leucothrix mucor,433344,-,-,T
Metarhizium anisopliae,314588,-,-,T
Hyalorbilia inflatula,5302840,-,-,T
Synedra sp. NTDMN01,387288,-,-,F
Eudrilophrya complanata,502236,-,-,T
Hymenobacter terrae,5291297,-,-,T
Psathyrella candolleana,996379,-,-,T
Bradymyces alpinus,5714303,-,-,T
Selenihalanaerobacter shriftii,516380,-,-,T
Lobulomyces angularis,881671,-,-,T
Pseudonocardia sp. 4218,90157,-,-,T
Gemmata sp. SD2-2,519161,-,-,F
Ralstonia sp. enrichment culture,None,-,-,F
Exuviaella pusilla,971306,-,-,T
Lophiostoma macrostomoides,808975,-,-,T
Sporobolus maritimus,834499,-,-,T
Podosphaera leucotricha,829324,-,-,T
Inocybe baltica,7523161,-,-,T
Litorimonas sp. JNU-L060,4781883,-,-,F
Schizosaccharomyces pombe,990004,-,-,T
Agaricus aff. campestris PBM 2580,437791,-,-,T
Asterionella formosa,613419,-,-,T
Neodevriesia lagerstroemiae,666921,-,-,T
Flavobacteriales,1082712,T,mrcaott50ott1100,T
Resupinatus applicatus,747861,-,-,T
Serendipita sp. MAFF 305841,5678768,-,-,F
Bossiella frondescens,650955,-,-,T
Burkholderia sp. 2 PSB-69,5382650,-,-,F
Halteriidae,129116,-,-,F
Hyphomicrobiaceae,377926,T,mrcaott89ott5304,T
Friedmanniomyces endolithicus,494907,-,-,T
Sterkiella nova,390566,-,-,T
Gracilimonas halophila,5886363,-,-,F
Alternaria limaciformis,817158,-,-,T
Serratia symbiotica,1056433,-,-,T
Gilpinia frutetorum,921336,-,-,T
Eucheilota sp. JRH-2014,5441454,-,-,F
Gemmata sp. Wa1-6,519164,-,-,T
Xenoteratosphaeria jonkershoekensis,668463,-,-,T
Didymosphaeriaceae,81518,-,-,T
Puccinia cardui-pycnocephali,803147,-,-,T
Pluteus cervinus,307633,-,-,T
Capronia sp. 97002a,233845,-,-,F
Microdochium seminicola,5695357,-,-,F
Alpova sp. TK1622,1056864,-,-,F
Pinnularia cf. isselana,693803,-,-,T
Pennaria disticha,707213,-,-,T
Exidiaceae,7524285,-,-,F
Fridericia galba,407575,-,-,T
Hymenobacter cavernae,7008954,-,-,T
Monolepta sp. KKY2013-3,5266787,-,-,F
Eolimna subminuscula,1033667,-,-,T
Bacillus sp. KP22,5607818,-,-,F
Phoma proteae,193438,-,-,T
Hazslinszkyomyces aloes,5302647,-,-,F
Oedocephalum adhaerens,1089956,-,-,T
Glomus sp. BHICB-J-Glo1,781562,-,-,F
Pseudonocardia sp. L2B33,5643551,-,-,F
Ulvibacter litoralis,759327,-,-,T
Alkaliphilus oremlandii,517331,-,-,T
Rhodopseudomonas sp. TUT3631,66152,-,-,T
Lentinellus cystidiosus,826152,-,-,T
Sulfurifustis variabilis,5633771,-,-,T
Aphididae,155403,-,-,T
Fusibacter tunisiensis,462365,-,-,T
Thalassiosira weissflogii,932038,-,-,T
Hebeloma pamphiliense,5306256,-,-,T
Intrasporangiaceae,231761,-,-,T
Orbilia sp. HOB-2016o,5983223,-,-,T
Vibrio harveyi,79549,-,-,T
Thermomicrobium carboxidum,5249454,-,-,T
Bacillus sp. 7-5AIA,470942,-,-,F
Arthroxylaria sp.,688656,-,-,T
Harknessia fusiformis,96864,-,-,T
Spirosoma sp. UYEF35,5886334,-,-,F
Algiphilus aromaticivorans,67383,-,-,T
Phialophora geniculata,219761,-,-,T
Lactobacillus fermentum,733854,-,-,T
Cortinarius sp. tjv4,49497,-,-,F
Carboxylicivirga taeanensis,5254487,-,-,T
Parazoanthus swiftii,244152,-,-,T
Aira caryophyllea,249161,-,-,T
Cutaneotrichosporon smithiae,987939,-,-,T
Erythromicrobium sp. AMV10,998070,-,-,T
Scleroconidioma sphagnicola,813568,-,-,T
Hymenopleella hippophaeicola,5982634,-,-,T
Dysgonomonas capnocytophagoides,1009937,-,-,T
Entophlyctis confervae-glomeratae,810450,-,-,T
Papiliotrema pseudoalba,484409,-,-,T
Vulcanibacillus modesticaldus,273811,-,-,T
Coniothyriaceae,5345468,-,-,T
Polykrikos geminatum,2831398,-,-,T
Nicodrilus monticola,973355,-,-,T
Xenoacremonium falcatus,5694783,-,-,F
Phialemonium inflatum,5708681,-,-,T
Prionitis sp. GIg-5,687037,-,-,F
Terasakiella sp. UST061013-067,145457,-,-,T
Bathydoris aioca,2876252,-,-,T
Klebsormidium mucosum,984598,-,-,T
Limisphaera ngatamarikiensis,5245610,-,-,T
Acidovorax sp.,605303,T,mrcaott559ott2415,T
Chaetoceros sp. UNC1415,7558367,-,-,F
Craticula cuspidata,148817,-,-,T
Fusarium oxysporum,404217,-,-,T
Desulfobulbus sp. oral taxon 041,815775,-,-,F
Biatriosporaceae,5345472,-,-,T
Coniothyrium sidae,5221222,-,-,T
Chaetomium sp. NM,5708550,-,-,F
Luteolibacter sp. M67,4795795,-,-,F
Lycoperdon pusillum,196074,-,-,T
Barnettozyma pratensis,508066,-,-,T
Coniochaeta ligniaria,699524,-,-,T
Betamyces sp. PL 173,264259,-,-,T
Catenaria anguillulae,1048541,-,-,T
Marinobacterium sp. YCSD44,918594,-,-,F
Dasybranchus sp. DH1,1025631,-,-,F
Trichocomaceae,22936,T,ott800595,T
Desulfocapsa thiozymogenes,459435,-,-,T
Allodorylaimus sp. PDL-2005,510102,-,-,F
Pseudocalanus elongatus,265969,-,-,T
Oceanococcus sp.,5587969,-,-,T
Beggiatoa sp. MS-81-1c,133771,-,-,F
Rhizophydium sp. JEL223,1090370,-,-,F
Phyllospadix iwatensis,436199,-,-,T
Kineosporiaceae,41216,-,-,T
Bromus racemosus,914813,-,-,T
Basidiobolaceae,887959,-,-,T
Orenia metallireducens,5896094,-,-,T
Oryza sativa,709894,-,-,T
Sistotrema raduloides,756789,-,-,T
Diaporthe sp.,737681,-,-,T
Schismus arabicus,306963,-,-,T
Erythrobacter citreus,378468,-,-,T
Aglaopheniidae,889785,-,-,T
Chlamydomonas sp. CCAP 11/167,882242,-,-,F
Platyophrya vorax,581771,-,-,T
Plocamium cf. angustum NZ 2 GWS-2011,674287,-,-,T
Diaporthe sp. SGLMf03,511029,-,-,F
Hydrozetes sp. BOLD:AAF9074,64795,-,-,F
Neodevriesiaceae,5697099,-,-,F
Pedobacter namyangjuensis,4746242,-,-,T
Maribius sp. EPA-17,5899803,-,-,F
Sebacina incrustans,274152,-,-,T
Pedobacter sp. p2(2011),66887,-,-,T
Lipomyces sp. NRRL Y-27488,578987,-,-,F
Physcia sp. SK-2015,5980164,-,-,T
